transaction_id,customer_id,account_id,branch_id,transaction_date,transaction_timestamp,amount_cad,transaction_type,merchant_name,channel
TXN1000017,CUST100117,ACC500235,BR_SUR_011,2025-11-06,2025-11-06T21:32:00,2901.55,INTERAC_DEBIT,Loblaws,BRANCH
TXN1000018,CUST100716,ACC501470,BR_VIC_010,2025-11-02,2025-11-02T22:16:00,85.51,WIRE,,ONLINE
TXN1000019,CUST100542,ACC501107,BR_MIS_002,2025-11-20,2025-11-20T07:22:00,2537.16,INTERAC_DEBIT,Tim Hortons,BRANCH
TXN1000020,CUST100080,ACC500159,BR_HAL_015,2025-11-07,2025-11-07T10:36:00,4114.35,WIRE,,MOBILE
TXN1000021,CUST100076,ACC500147,BR_SUR_011,2025-11-29,2025-11-29T09:09:00,34278.67,ATM_WITHDRAWAL,,ONLINE
TXN1000022,CUST100336,ACC500687,BR_HAL_015,2025-11-29,2025-11-29T20:23:00,4867.64,ATM_WITHDRAWAL,,BRANCH
TXN1000023,CUST100035,ACC500064,BR_QUE_007,2025-11-12,2025-11-12T01:18:00,4559.8,EFT,,ATM
TXN1000024,CUST100109,ACC500218,BR_VAN_009,2025-11-26,2025-11-26T10:32:00,3711.51,WIRE,,BRANCH
TXN1000025,CUST100710,ACC501460,BR_QUE_007,2025-11-07,2025-11-07T12:53:00,3287.01,POS_PURCHASE,Canadian Tire,MOBILE
TXN1000026,CUST100759,ACC501562,BR_OTT_003,2025-11-03,2025-11-03T07:36:00,2874.32,INTERAC_ETRANSFER,,BRANCH
TXN1000027,CUST100732,ACC501504,BR_CAL_012,2025-11-18,2025-11-18T23:07:00,2641.14,ATM_WITHDRAWAL,,ATM
TXN1000028,CUST100609,ACC501244,BR_QUE_007,2025-11-22,2025-11-22T16:33:00,1349.57,PAYROLL_DEPOSIT,,BRANCH
TXN1000029,CUST100292,ACC500601,BR_VAN_009,2025-11-11,2025-11-11T07:51:00,1813.01,WIRE,,MOBILE
TXN1000030,CUST100313,ACC500645,BR_MIS_002,2025-11-23,2025-11-23T07:28:00,4401.73,INTERAC_ETRANSFER,,ONLINE
TXN1000031,CUST100082,ACC500164,BR_LON_005,2025-11-18,2025-11-18T16:04:00,3268.38,POS_PURCHASE,Costco,POS
TXN1000032,CUST100452,ACC500920,BR_MON_006,2025-11-08,2025-11-08T18:52:00,630.78,ATM_WITHDRAWAL,,BRANCH
TXN1000033,CUST100249,ACC500502,BR_HAM_004,2025-11-22,2025-11-22T18:42:00,1305.09,ATM_WITHDRAWAL,,ONLINE
TXN1000034,CUST100343,ACC500700,BR_QUE_007,2025-11-04,2025-11-04T02:26:00,4916.32,POS_PURCHASE,Costco,MOBILE
TXN1000035,CUST100635,ACC501296,BR_SUR_011,2025-11-29,2025-11-29T05:56:00,838.02,WIRE,,MOBILE
TXN1000036,CUST100267,ACC500540,BR_LON_005,2025-11-24,2025-11-24T03:08:00,4170.12,PAYROLL_DEPOSIT,,ATM
TXN1000037,CUST100692,ACC501414,BR_SUR_011,2025-11-03,2025-11-03T04:32:00,4593.52,EFT,,MOBILE
TXN1000038,CUST100355,ACC500726,BR_HAM_004,2025-11-13,2025-11-13T22:35:00,1470.49,EFT,,ONLINE
TXN1000039,CUST100902,ACC501838,BR_CAL_012,2025-11-19,2025-11-19T19:39:00,3612.29,POS_PURCHASE,Tim Hortons,ONLINE
TXN1000040,CUST100956,ACC501946,BR_OTT_003,2025-11-30,2025-11-30T13:40:00,4174.85,PAYROLL_DEPOSIT,,ONLINE
TXN1000041,CUST100754,ACC501552,BR_TOR_001,2025-11-23,2025-11-23T04:46:00,3830.95,PAYROLL_DEPOSIT,,BRANCH
TXN1000042,CUST100085,ACC500172,BR_VAN_009,2025-11-29,2025-11-29T00:37:00,3371.17,EFT,,MOBILE
TXN1000043,CUST100380,ACC500777,BR_SUR_011,2025-11-15,2025-11-15T05:32:00,1400.1,POS_PURCHASE,Tim Hortons,POS
TXN1000044,CUST100296,ACC500609,BR_TOR_001,2025-11-11,2025-11-11T01:36:00,2628.34,PAYROLL_DEPOSIT,,BRANCH
TXN1000045,CUST100844,ACC501729,BR_SUR_011,2025-11-10,2025-11-10T10:24:00,896.19,ATM_WITHDRAWAL,,POS
TXN1000046,CUST100045,ACC500086,BR_WIN_014,2025-11-14,2025-11-14T16:17:00,3079.31,WIRE,,ATM
TXN1000047,CUST100350,ACC500712,BR_TOR_001,2025-11-06,2025-11-06T03:18:00,2197.39,BILL_PAYMENT,,POS
TXN1000048,CUST100289,ACC500591,BR_SUR_011,2025-11-20,2025-11-20T03:59:00,1396.75,BILL_PAYMENT,,ATM
TXN1000049,CUST100207,ACC500424,BR_TOR_001,2025-11-01,2025-11-01T19:57:00,4453.77,EFT,,BRANCH
TXN1000050,CUST100798,ACC501637,BR_VAN_009,2025-11-01,2025-11-01T15:53:00,1850.86,WIRE,,ONLINE
TXN1000051,CUST100949,ACC501929,BR_CAL_012,2025-11-24,2025-11-24T14:33:00,2271.98,ATM_WITHDRAWAL,,ATM
TXN1000052,CUST100714,ACC501467,BR_OTT_003,2025-11-15,2025-11-15T13:31:00,4323.19,INTERAC_ETRANSFER,,ONLINE
TXN1000053,CUST100728,ACC501499,BR_OTT_003,2025-11-12,2025-11-12T02:47:00,3638.17,INTERAC_ETRANSFER,,ONLINE
TXN1000054,CUST100154,ACC500321,BR_HAL_015,2025-11-09,2025-11-09T14:40:00,3362.05,POS_PURCHASE,Tim Hortons,ONLINE
TXN1000055,CUST100899,ACC501828,BR_MIS_002,2025-11-14,2025-11-14T03:59:00,2608.88,INTERAC_DEBIT,Shoppers Drug Mart,BRANCH
TXN1000056,CUST100665,ACC501354,BR_SUR_011,2025-11-21,2025-11-21T20:00:00,2933.79,INTERAC_DEBIT,Shoppers Drug Mart,POS
TXN1000057,CUST100268,ACC500544,BR_LON_005,2025-11-05,2025-11-05T15:52:00,2486.15,PAYROLL_DEPOSIT,,POS
TXN1000058,CUST100195,ACC500407,BR_MON_006,2025-11-17,2025-11-17T23:47:00,2174.42,INTERAC_ETRANSFER,,MOBILE
TXN1000059,CUST100560,ACC501143,BR_OTT_003,2025-11-23,2025-11-23T05:02:00,1319.05,WIRE,,MOBILE
TXN1000060,CUST100633,ACC501293,BR_QUE_007,2025-11-21,2025-11-21T11:30:00,4771.9,WIRE,,ONLINE
TXN1000061,CUST100841,ACC501722,BR_MON_006,2025-11-29,2025-11-29T09:42:00,3984.75,WIRE,,MOBILE
TXN1000062,CUST100598,ACC501225,BR_VIC_010,2025-11-18,2025-11-18T15:18:00,566.28,POS_PURCHASE,Sobeys,MOBILE
TXN1000063,CUST100980,ACC501986,BR_HAM_004,2025-11-11,2025-11-11T07:42:00,885.09,PAYROLL_DEPOSIT,,ONLINE
TXN1000064,CUST100665,ACC501353,BR_LAV_008,2025-11-12,2025-11-12T22:25:00,3869.54,INTERAC_ETRANSFER,,MOBILE
TXN1000065,CUST100840,ACC501721,BR_SUR_011,2025-11-20,2025-11-20T13:43:00,1458.2,PAYROLL_DEPOSIT,,BRANCH
TXN1000066,CUST100214,ACC500441,BR_VAN_009,2025-11-02,2025-11-02T17:49:00,3376.57,ATM_WITHDRAWAL,,MOBILE
TXN1000067,CUST100392,ACC500802,BR_MON_006,2025-11-14,2025-11-14T12:16:00,1345.24,PAYROLL_DEPOSIT,,POS
TXN1000068,CUST100341,ACC500696,BR_SUR_011,2025-11-10,2025-11-10T14:26:00,4378.73,INTERAC_DEBIT,LCBO,POS
TXN1000069,CUST100776,ACC501597,BR_TOR_001,2025-11-20,2025-11-20T19:21:00,2701.14,INTERAC_ETRANSFER,,ATM
TXN1000070,CUST100802,ACC501644,BR_QUE_007,2025-11-03,2025-11-03T22:21:00,3835.38,ATM_WITHDRAWAL,,BRANCH
TXN1000071,CUST100065,ACC500130,BR_LAV_008,2025-11-17,2025-11-17T06:23:00,4926.16,INTERAC_DEBIT,LCBO,MOBILE
TXN1000072,CUST100864,ACC501761,BR_LAV_008,2025-11-10,2025-11-10T05:58:00,2069.91,WIRE,,BRANCH
TXN1000073,CUST100730,ACC501502,BR_TOR_001,2025-11-01,2025-11-01T01:54:00,47614.21,WIRE,,ATM
TXN1000074,CUST100504,ACC501028,BR_CAL_012,2025-11-26,2025-11-26T15:02:00,1510.82,ATM_WITHDRAWAL,,POS
TXN1000075,CUST100633,ACC501294,BR_QUE_007,2025-11-02,2025-11-02T08:47:00,3921.35,WIRE,,MOBILE
TXN1000076,CUST100131,ACC500269,BR_LAV_008,2025-11-28,2025-11-28T02:04:00,3611.95,BILL_PAYMENT,,MOBILE
TXN1000077,CUST100023,ACC500042,BR_MIS_002,2025-11-24,2025-11-24T17:38:00,482.31,INTERAC_DEBIT,Costco,MOBILE
TXN1000078,CUST100191,ACC500398,BR_MIS_002,2025-11-26,2025-11-26T10:27:00,122.04,BILL_PAYMENT,,ONLINE
TXN1000079,CUST100463,ACC500940,BR_SUR_011,2025-11-04,2025-11-04T08:41:00,1886.02,WIRE,,MOBILE
TXN1000080,CUST100094,ACC500191,BR_VAN_009,2025-11-14,2025-11-14T17:17:00,4538.79,WIRE,,BRANCH
TXN1000081,CUST100510,ACC501038,BR_TOR_001,2025-11-13,2025-11-13T00:31:00,4757.53,WIRE,,BRANCH
TXN1000082,CUST100713,ACC501464,BR_CAL_012,2025-11-15,2025-11-15T07:36:00,1989.76,INTERAC_ETRANSFER,,POS
TXN1000083,CUST100450,ACC500916,BR_QUE_007,2025-11-16,2025-11-16T18:06:00,1665.52,POS_PURCHASE,Tim Hortons,ATM
TXN1000084,CUST100562,ACC501149,BR_LAV_008,2025-11-07,2025-11-07T15:37:00,710.95,EFT,,BRANCH
TXN1000085,CUST100838,ACC501717,BR_OTT_003,2025-11-17,2025-11-17T23:53:00,1165.99,PAYROLL_DEPOSIT,,MOBILE
TXN1000086,CUST100254,ACC500517,BR_MON_006,2025-11-10,2025-11-10T23:21:00,187.37,ATM_WITHDRAWAL,,BRANCH
TXN1000087,CUST100599,ACC501227,BR_LAV_008,2025-11-28,2025-11-28T00:17:00,3776.41,ATM_WITHDRAWAL,,MOBILE
TXN1000088,CUST100547,ACC501118,BR_TOR_001,2025-11-11,2025-11-11T20:15:00,3545.8,PAYROLL_DEPOSIT,,BRANCH
TXN1000089,CUST100557,ACC501137,BR_WIN_014,2025-11-30,2025-11-30T03:27:00,1881.55,INTERAC_ETRANSFER,,ATM
TXN1000090,CUST100158,ACC500332,BR_TOR_001,2025-11-06,2025-11-06T06:28:00,572.75,INTERAC_ETRANSFER,,MOBILE
TXN1000091,CUST100498,ACC501015,BR_TOR_001,2025-11-21,2025-11-21T16:31:00,4371.7,EFT,,MOBILE
TXN1000092,CUST100399,ACC500818,BR_MIS_002,2025-11-10,2025-11-10T03:27:00,3601.12,INTERAC_DEBIT,Sobeys,BRANCH
TXN1000093,CUST100321,ACC500661,BR_MIS_002,2025-11-19,2025-11-19T20:10:00,2618.64,POS_PURCHASE,Shoppers Drug Mart,BRANCH
TXN1000094,CUST100959,ACC501950,BR_LON_005,2025-11-17,2025-11-17T19:16:00,1057.03,POS_PURCHASE,Petro-Canada,POS
TXN1000095,CUST100161,ACC500337,BR_LON_005,2025-11-01,2025-11-01T10:26:00,2355.11,PAYROLL_DEPOSIT,,ATM
TXN1000096,CUST100311,ACC500639,BR_CAL_012,2025-11-07,2025-11-07T22:06:00,1658.52,WIRE,,ATM
TXN1000097,CUST100627,ACC501280,BR_EDM_013,2025-11-20,2025-11-20T05:04:00,2797.98,PAYROLL_DEPOSIT,,POS
TXN1000098,CUST100347,ACC500707,BR_WIN_014,2025-11-30,2025-11-30T06:17:00,4558.0,INTERAC_DEBIT,Amazon.ca,BRANCH
TXN1000099,CUST100726,ACC501494,BR_HAM_004,2025-11-12,2025-11-12T19:49:00,1277.47,BILL_PAYMENT,,BRANCH
TXN1000100,CUST100643,ACC501314,BR_SUR_011,2025-11-03,2025-11-03T18:09:00,1086.13,WIRE,,POS
TXN1000101,CUST100266,ACC500539,BR_TOR_001,2025-11-05,2025-11-05T16:37:00,1917.82,INTERAC_ETRANSFER,,BRANCH
TXN1000102,CUST100770,ACC501582,BR_CAL_012,2025-11-26,2025-11-26T23:55:00,4546.6,BILL_PAYMENT,,POS
TXN1000103,CUST100165,ACC500345,BR_HAM_004,2025-11-26,2025-11-26T07:13:00,4017.75,INTERAC_DEBIT,Canadian Tire,POS
TXN1000104,CUST100161,ACC500338,BR_EDM_013,2025-11-28,2025-11-28T00:20:00,4849.36,PAYROLL_DEPOSIT,,POS
TXN1000105,CUST100513,ACC501048,BR_MON_006,2025-11-14,2025-11-14T21:30:00,2504.37,PAYROLL_DEPOSIT,,ATM
TXN1000106,CUST100243,ACC500494,BR_SUR_011,2025-11-13,2025-11-13T12:45:00,1562.25,ATM_WITHDRAWAL,,BRANCH
TXN1000107,CUST100315,ACC500650,BR_QUE_007,2025-11-29,2025-11-29T19:53:00,834.75,INTERAC_ETRANSFER,,ONLINE
TXN1000108,CUST100709,ACC501457,BR_MON_006,2025-11-27,2025-11-27T13:35:00,3477.02,EFT,,ONLINE
TXN1000109,CUST100687,ACC501404,BR_LAV_008,2025-11-18,2025-11-18T13:41:00,131.35,INTERAC_ETRANSFER,,ONLINE
TXN1000110,CUST100858,ACC501752,BR_LAV_008,2025-11-25,2025-11-25T21:22:00,1072.83,PAYROLL_DEPOSIT,,BRANCH
TXN1000111,CUST100882,ACC501795,BR_LON_005,2025-11-13,2025-11-13T11:11:00,4977.21,WIRE,,POS
TXN1000112,CUST100444,ACC500906,BR_LON_005,2025-11-17,2025-11-17T06:00:00,1645.62,POS_PURCHASE,Petro-Canada,ONLINE
TXN1000113,CUST100505,ACC501030,BR_OTT_003,2025-11-20,2025-11-20T08:02:00,3210.16,INTERAC_DEBIT,Amazon.ca,ATM
TXN1000114,CUST100696,ACC501425,BR_HAL_015,2025-11-09,2025-11-09T20:03:00,4117.51,BILL_PAYMENT,,MOBILE
TXN1000115,CUST100609,ACC501245,BR_SUR_011,2025-11-16,2025-11-16T05:30:00,3239.5,PAYROLL_DEPOSIT,,BRANCH
TXN1000116,CUST100807,ACC501654,BR_LON_005,2025-11-02,2025-11-02T11:01:00,3567.99,INTERAC_ETRANSFER,,POS
TXN1000117,CUST100876,ACC501784,BR_HAL_015,2025-11-03,2025-11-03T13:53:00,284.96,EFT,,ATM
TXN1000118,CUST100313,ACC500644,BR_HAL_015,2025-11-28,2025-11-28T17:17:00,974.94,INTERAC_ETRANSFER,,BRANCH
TXN1000119,CUST100736,ACC501511,BR_VIC_010,2025-11-11,2025-11-11T21:54:00,4489.19,INTERAC_DEBIT,Canadian Tire,BRANCH
TXN1000120,CUST100719,ACC501479,BR_WIN_014,2025-11-17,2025-11-17T00:42:00,4189.39,POS_PURCHASE,Loblaws,ATM
TXN1000121,CUST100190,ACC500396,BR_MON_006,2025-11-24,2025-11-24T08:05:00,227.32,EFT,,BRANCH
TXN1000122,CUST100195,ACC500407,BR_MON_006,2025-11-06,2025-11-06T20:47:00,4705.74,ATM_WITHDRAWAL,,ONLINE
TXN1000123,CUST100276,ACC500561,BR_LAV_008,2025-11-04,2025-11-04T10:29:00,3482.98,POS_PURCHASE,Costco,MOBILE
TXN1000124,CUST100089,ACC500181,BR_MIS_002,2025-11-30,2025-11-30T02:11:00,932.37,INTERAC_ETRANSFER,,BRANCH
TXN1000125,CUST100629,ACC501284,BR_MON_006,2025-11-25,2025-11-25T05:50:00,35517.82,INTERAC_DEBIT,Walmart Canada,ATM
TXN1000126,CUST100883,ACC501797,BR_MIS_002,2025-11-10,2025-11-10T21:41:00,4323.61,WIRE,,POS
TXN1000127,CUST100309,ACC500636,BR_CAL_012,2025-11-13,2025-11-13T22:18:00,706.43,INTERAC_DEBIT,Petro-Canada,MOBILE
TXN1000128,CUST100227,ACC500463,BR_HAM_004,2025-11-09,2025-11-09T06:11:00,1300.47,WIRE,,MOBILE
TXN1000129,CUST100267,ACC500542,BR_LON_005,2025-11-16,2025-11-16T11:37:00,3862.99,INTERAC_ETRANSFER,,BRANCH
TXN1000130,CUST100452,ACC500921,BR_HAM_004,2025-11-02,2025-11-02T18:24:00,2845.71,EFT,,MOBILE
TXN1000131,CUST100349,ACC500711,BR_SUR_011,2025-11-07,2025-11-07T10:44:00,2760.3,BILL_PAYMENT,,ONLINE
TXN1000132,CUST100091,ACC500186,BR_VIC_010,2025-11-09,2025-11-09T06:29:00,4609.99,WIRE,,BRANCH
TXN1000133,CUST100662,ACC501349,BR_LON_005,2025-11-16,2025-11-16T04:29:00,1864.55,EFT,,MOBILE
TXN1000134,CUST100662,ACC501349,BR_LON_005,2025-11-11,2025-11-11T22:06:00,4347.3,INTERAC_DEBIT,Loblaws,POS
TXN1000135,CUST100423,ACC500864,BR_VAN_009,2025-11-11,2025-11-11T10:41:00,939.62,PAYROLL_DEPOSIT,,ONLINE
TXN1000136,CUST100306,ACC500628,BR_MON_006,2025-11-15,2025-11-15T17:11:00,2197.85,EFT,,BRANCH
TXN1000137,CUST100460,ACC500935,BR_QUE_007,2025-11-24,2025-11-24T12:30:00,1266.61,ATM_WITHDRAWAL,,ONLINE
TXN1000138,CUST100601,ACC501231,BR_HAM_004,2025-11-16,2025-11-16T21:25:00,4853.97,POS_PURCHASE,Shoppers Drug Mart,BRANCH
TXN1000139,CUST100111,ACC500221,BR_VIC_010,2025-11-14,2025-11-14T08:36:00,147.63,ATM_WITHDRAWAL,,BRANCH
TXN1000140,CUST100163,ACC500341,BR_LAV_008,2025-11-29,2025-11-29T19:44:00,996.32,BILL_PAYMENT,,BRANCH
TXN1000141,CUST100748,ACC501540,BR_VIC_010,2025-11-05,2025-11-05T21:21:00,273.73,EFT,,ATM
TXN1000142,CUST100308,ACC500634,BR_TOR_001,2025-11-26,2025-11-26T11:29:00,2305.64,EFT,,POS
TXN1000143,CUST100198,ACC500411,BR_LAV_008,2025-11-10,2025-11-10T09:05:00,4289.52,EFT,,MOBILE
TXN1000144,CUST100091,ACC500185,BR_SUR_011,2025-11-05,2025-11-05T21:35:00,1874.42,WIRE,,MOBILE
TXN1000145,CUST100156,ACC500327,BR_SUR_011,2025-11-04,2025-11-04T15:35:00,3495.4,POS_PURCHASE,Walmart Canada,MOBILE
TXN1000146,CUST100833,ACC501703,BR_TOR_001,2025-11-23,2025-11-23T07:48:00,1940.93,PAYROLL_DEPOSIT,,ONLINE
TXN1000147,CUST100760,ACC501563,BR_MIS_002,2025-11-13,2025-11-13T10:57:00,3375.37,EFT,,MOBILE
TXN1000148,CUST100597,ACC501223,BR_HAM_004,2025-11-18,2025-11-18T02:22:00,3703.44,ATM_WITHDRAWAL,,BRANCH
TXN1000149,CUST100031,ACC500056,BR_VIC_010,2025-11-29,2025-11-29T19:11:00,1848.82,WIRE,,ONLINE
TXN1000150,CUST100504,ACC501027,BR_CAL_012,2025-11-20,2025-11-20T19:48:00,390.96,INTERAC_DEBIT,Shoppers Drug Mart,POS
TXN1000151,CUST100503,ACC501024,BR_VIC_010,2025-11-02,2025-11-02T06:19:00,1701.24,WIRE,,POS
TXN1000152,CUST100427,ACC500872,BR_OTT_003,2025-11-10,2025-11-10T09:24:00,2405.86,EFT,,ONLINE
TXN1000153,CUST100967,ACC501964,BR_MON_006,2025-11-06,2025-11-06T05:25:00,4171.99,ATM_WITHDRAWAL,,MOBILE
TXN1000154,CUST100807,ACC501652,BR_LON_005,2025-11-12,2025-11-12T21:46:00,4313.02,INTERAC_ETRANSFER,,ATM
TXN1000155,CUST100157,ACC500330,BR_MIS_002,2025-11-05,2025-11-05T18:32:00,2276.19,POS_PURCHASE,Walmart Canada,MOBILE
TXN1000156,CUST100424,ACC500866,BR_MIS_002,2025-11-10,2025-11-10T13:16:00,584.21,INTERAC_DEBIT,Walmart Canada,BRANCH
TXN1000157,CUST100373,ACC500764,BR_TOR_001,2025-11-23,2025-11-23T10:54:00,1827.48,PAYROLL_DEPOSIT,,POS
TXN1000158,CUST100993,ACC502009,BR_VAN_009,2025-11-18,2025-11-18T12:55:00,756.18,ATM_WITHDRAWAL,,ONLINE
TXN1000159,CUST100955,ACC501942,BR_OTT_003,2025-11-07,2025-11-07T16:52:00,4361.66,BILL_PAYMENT,,MOBILE
TXN1000160,CUST100050,ACC500100,BR_OTT_003,2025-11-10,2025-11-10T01:07:00,2303.95,PAYROLL_DEPOSIT,,ATM
TXN1000161,CUST100896,ACC501822,BR_MON_006,2025-11-09,2025-11-09T13:21:00,3835.33,POS_PURCHASE,Loblaws,BRANCH
TXN1000162,CUST100270,ACC500548,BR_LON_005,2025-11-10,2025-11-10T11:26:00,22985.3,EFT,,ATM
TXN1000163,CUST100596,ACC501221,BR_VAN_009,2025-11-12,2025-11-12T23:02:00,1984.09,INTERAC_ETRANSFER,,POS
TXN1000164,CUST100086,ACC500173,BR_QUE_007,2025-11-05,2025-11-05T23:09:00,2158.35,INTERAC_ETRANSFER,,ONLINE
TXN1000165,CUST100347,ACC500708,BR_MIS_002,2025-11-23,2025-11-23T19:15:00,4518.38,PAYROLL_DEPOSIT,,BRANCH
TXN1000166,CUST100569,ACC501166,BR_LON_005,2025-11-02,2025-11-02T02:20:00,738.02,PAYROLL_DEPOSIT,,ATM
TXN1000167,CUST100382,ACC500783,BR_QUE_007,2025-11-11,2025-11-11T20:47:00,2006.69,INTERAC_ETRANSFER,,POS
TXN1000168,CUST100957,ACC501947,BR_MIS_002,2025-11-24,2025-11-24T20:47:00,4185.08,BILL_PAYMENT,,MOBILE
TXN1000169,CUST100974,ACC501977,BR_CAL_012,2025-11-26,2025-11-26T06:36:00,1519.49,INTERAC_ETRANSFER,,BRANCH
TXN1000170,CUST100540,ACC501105,BR_CAL_012,2025-11-23,2025-11-23T01:23:00,1079.97,WIRE,,MOBILE
TXN1000171,CUST100277,ACC500563,BR_WIN_014,2025-11-09,2025-11-09T16:42:00,1996.36,EFT,,POS
TXN1000172,CUST100681,ACC501389,BR_MIS_002,2025-11-09,2025-11-09T00:26:00,3911.34,BILL_PAYMENT,,POS
TXN1000173,CUST100277,ACC500563,BR_WIN_014,2025-11-15,2025-11-15T19:50:00,1594.21,BILL_PAYMENT,,POS
TXN1000174,CUST100225,ACC500461,BR_HAM_004,2025-11-23,2025-11-23T10:14:00,1442.72,INTERAC_DEBIT,Costco,MOBILE
TXN1000175,CUST100589,ACC501205,BR_LAV_008,2025-11-21,2025-11-21T19:21:00,2380.64,ATM_WITHDRAWAL,,BRANCH
TXN1000176,CUST100014,ACC500026,BR_VAN_009,2025-11-11,2025-11-11T10:22:00,763.13,POS_PURCHASE,Walmart Canada,POS
TXN1000177,CUST100533,ACC501091,BR_CAL_012,2025-11-22,2025-11-22T12:16:00,3305.19,EFT,,BRANCH
TXN1000178,CUST100977,ACC501982,BR_HAM_004,2025-11-21,2025-11-21T15:35:00,420.04,INTERAC_ETRANSFER,,BRANCH
TXN1000179,CUST100370,ACC500757,BR_CAL_012,2025-11-10,2025-11-10T10:28:00,152.68,BILL_PAYMENT,,BRANCH
TXN1000180,CUST100586,ACC501198,BR_WIN_014,2025-11-20,2025-11-20T11:36:00,4979.15,EFT,,ATM
TXN1000181,CUST100748,ACC501539,BR_CAL_012,2025-11-18,2025-11-18T23:31:00,1879.55,BILL_PAYMENT,,BRANCH
TXN1000182,CUST100131,ACC500270,BR_WIN_014,2025-11-20,2025-11-20T03:06:00,1060.47,ATM_WITHDRAWAL,,ATM
TXN1000183,CUST100571,ACC501169,BR_LAV_008,2025-11-06,2025-11-06T05:49:00,3673.63,BILL_PAYMENT,,MOBILE
TXN1000184,CUST100552,ACC501127,BR_MON_006,2025-11-12,2025-11-12T06:26:00,1398.0,ATM_WITHDRAWAL,,ONLINE
TXN1000185,CUST100632,ACC501291,BR_SUR_011,2025-11-22,2025-11-22T21:40:00,1592.29,INTERAC_ETRANSFER,,BRANCH
TXN1000186,CUST100533,ACC501091,BR_CAL_012,2025-11-08,2025-11-08T12:31:00,1434.99,ATM_WITHDRAWAL,,MOBILE
TXN1000187,CUST100154,ACC500322,BR_CAL_012,2025-11-13,2025-11-13T09:00:00,1673.6,EFT,,MOBILE
TXN1000188,CUST100659,ACC501344,BR_EDM_013,2025-11-22,2025-11-22T03:24:00,2093.41,EFT,,MOBILE
TXN1000189,CUST100413,ACC500841,BR_OTT_003,2025-11-21,2025-11-21T00:39:00,3050.48,WIRE,,BRANCH
TXN1000190,CUST100082,ACC500165,BR_MON_006,2025-11-01,2025-11-01T10:39:00,2848.68,ATM_WITHDRAWAL,,MOBILE
TXN1000191,CUST100686,ACC501402,BR_OTT_003,2025-11-12,2025-11-12T00:47:00,3950.45,INTERAC_ETRANSFER,,MOBILE
TXN1000192,CUST100554,ACC501131,BR_HAM_004,2025-11-28,2025-11-28T05:29:00,4373.88,WIRE,,POS
TXN1000193,CUST100477,ACC500968,BR_QUE_007,2025-11-11,2025-11-11T04:18:00,159.29,WIRE,,BRANCH
TXN1000194,CUST100465,ACC500945,BR_QUE_007,2025-11-08,2025-11-08T21:38:00,1213.21,PAYROLL_DEPOSIT,,POS
TXN1000195,CUST100983,ACC501993,BR_MIS_002,2025-11-17,2025-11-17T20:07:00,4190.19,PAYROLL_DEPOSIT,,POS
TXN1000196,CUST100249,ACC500502,BR_HAM_004,2025-11-24,2025-11-24T02:00:00,3411.71,PAYROLL_DEPOSIT,,MOBILE
